1,Car,0.36
2,Car,0.36
9,Car,3.84
13,Car,8.28
15,Car,8.28
16,Car,8.28
19,Car,9.0
22,Car,15.959999999999999
23,Car,16.2
25,Car,17.4
26,Car,17.4
33,Truck,21.36
39,Car,24.479999999999997
41,Car,25.319999999999997
42,Car,25.319999999999997
43,Car,25.319999999999997
44,Car,25.439999999999998
54,Car,26.52
55,Car,26.639999999999997
56,Car,26.759999999999998
57,Car,26.88
65,Car,28.319999999999997
67,Car,28.439999999999998
71,Car,29.159999999999997
73,Car,29.759999999999998
77,Car,30.479999999999997
81,Car,30.72
86,Car,31.2
87,Car,31.2
90,Car,31.919999999999998
95,Car,32.04
97,Car,32.28
101,Car,32.76
106,Car,33.48
107,Car,33.599999999999994
108,Car,33.599999999999994
109,Car,34.32
123,Car,39.959999999999994
124,Car,40.08
125,Car,40.199999999999996
134,Car,43.199999999999996
137,Car,43.44
140,Car,44.4
155,Car,46.199999999999996
156,Car,46.31999999999999
172,Car,54.599999999999994
173,Car,54.72
174,Car,54.839999999999996
178,Car,55.199999999999996
181,Car,55.67999999999999
183,Car,56.16
184,Car,56.519999999999996
185,Car,58.44
186,Car,58.44
194,Car,61.44
197,Car,62.16
198,Car,63.12
199,Car,65.39999999999999
200,Car,65.88
208,Car,70.08
214,Car,71.52
217,Car,71.88
219,Car,74.03999999999999
220,Car,74.03999999999999
221,Car,74.52
222,Car,75.47999999999999
224,Car,81.0
230,Car,89.16
231,Car,89.39999999999999
235,Car,90.24
237,Car,91.32
238,Car,91.44
239,Car,91.8
244,Car,94.08
245,Car,95.16
247,Car,95.88
252,Car,102.6
258,Car,105.96
261,Car,108.35999999999999
262,Car,108.35999999999999
264,Car,108.72
266,Car,109.19999999999999
267,Car,110.52
268,Car,111.24
269,Car,111.35999999999999
271,Car,112.08
272,Car,113.27999999999999
274,Car,113.52
276,Car,113.75999999999999
277,Car,114.35999999999999
286,Car,115.67999999999999
287,Car,115.8
295,Car,116.63999999999999
296,Car,116.63999999999999
298,Car,116.75999999999999
306,Car,117.6
311,Car,118.19999999999999
312,Car,118.19999999999999
313,Car,118.19999999999999
315,Car,118.19999999999999
317,Car,118.32
318,Car,118.44
320,Car,118.8
322,Car,119.39999999999999
323,Car,119.39999999999999
325,Car,120.71999999999998
326,Car,120.71999999999998
328,Car,121.32
330,Car,121.67999999999999
332,Car,122.03999999999999
336,Truck,128.28
340,Car,129.35999999999999
351,Car,136.07999999999998
361,Car,139.44
382,Car,153.83999999999997
385,Car,155.64
386,Car,156.0
387,Car,157.07999999999998
389,Car,158.16
390,Car,158.16
393,Car,160.07999999999998
394,Car,160.2
413,Car,171.23999999999998
414,Car,171.23999999999998
418,Car,171.95999999999998
427,Car,172.79999999999998
429,Car,173.16
433,Car,174.23999999999998
437,Car,175.07999999999998
439,Car,175.79999999999998
441,Car,176.51999999999998
443,Car,177.83999999999997
446,Car,181.55999999999997
453,Car,185.76
458,Car,187.32
459,Car,187.44
460,Car,191.04
472,Truck,202.2
476,Car,203.88
477,Car,203.99999999999997
480,Car,204.48
481,Car,204.6
492,Car,206.51999999999998
502,Car,209.39999999999998
507,Car,210.11999999999998
515,Car,219.48
516,Car,219.6
518,Car,222.71999999999997
519,Car,223.32
520,Car,224.88
521,Car,225.83999999999997
522,Car,226.32
530,Truck,228.11999999999998
531,Car,228.71999999999997
537,Car,231.48
538,Car,231.48
541,Car,232.79999999999998
542,Car,232.92
543,Car,237.11999999999998
548,Car,243.23999999999998
550,Car,245.39999999999998
555,Car,250.92
556,Car,250.92
557,Car,251.39999999999998
558,Car,251.51999999999998
564,Car,253.55999999999997
572,Car,261.71999999999997
574,Truck,264.71999999999997
579,Car,271.2
585,Car,272.15999999999997
587,Car,272.64
590,Car,273.0
591,Car,273.12
592,Car,273.12
593,Car,273.12
594,Car,273.47999999999996
599,Car,274.56
603,Car,274.91999999999996
607,Car,276.12
611,Car,276.84
612,Car,276.96
618,Car,278.28
627,Car,279.96
637,Car,280.91999999999996
640,Car,281.03999999999996
642,Car,281.15999999999997
644,Car,281.28
649,Car,281.52
650,Car,281.64
653,Car,281.76
655,Car,282.59999999999997
656,Car,282.71999999999997
657,Car,282.71999999999997
658,Car,282.84
659,Car,283.2
664,Truck,285.12
669,Truck,290.76
672,Car,294.0
